집계일자,집계시,시작영업소코드,도착영업소코드,TCS차종구분코드,출발도착기준구분코드,통행시간,평활화전통행시간,평균속도,영업소간보정구분코드,교통량,유효교통량,통행시간표준편차,통행시간변동계수,통행시간최대값,통행시간중위값,통행시간최소값,퍼센타일15_85통행시간,최종변경시각,시작영업소이름,시작도로이름,도착영업소이름,도착도로이름
20210622,00,188 ,115 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,서충주,평택-음성선,대전,경부선
20210622,00,190 ,115 ,6,2,6642,6642,78.35,00,1,1,0,0,6642,6642,6642,0,20210622013032,동서울,중부선-대전통영선A,대전,경부선
20210622,00,190 ,115 ,1,2,5404,5404,96.3,00,6,5,1102.07,0.2,7279,5073,4381,2028,20210622013032,동서울,중부선-대전통영선A,대전,경부선
20210622,00,193 ,115 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,일죽,중부선-대전통영선A,대전,경부선
20210622,00,195 ,115 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대소,중부선-대전통영선A,대전,경부선
20210622,00,196 ,115 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,진천,중부선-대전통영선A,대전,경부선
20210622,00,197 ,115 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,증평,중부선-대전통영선A,대전,경부선
20210622,00,197 ,115 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,증평,중부선-대전통영선A,대전,경부선
20210622,00,198 ,115 ,1,2,1507,1507,82.58,00,9,8,297.47,0.19,2143,1350,1328,570,20210622013032,서청주,중부선-대전통영선A,대전,경부선
20210622,00,199 ,115 ,1,2,-1,-1,-1,10,4,0,0,0,0,0,0,0,20210622013032,오창,중부선-대전통영선A,대전,경부선
20210622,00,200 ,115 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,금산,중부선-대전통영선A,대전,경부선
20210622,00,204 ,115 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,추부,중부선-대전통영선A,대전,경부선
20210622,00,204 ,115 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,추부,중부선-대전통영선A,대전,경부선
20210622,00,518 ,123 ,4,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,칠곡물류,경부선,구미,경부선
20210622,00,518 ,123 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,칠곡물류,경부선,구미,경부선
20210622,00,524 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,청통와촌,새만금포항선,구미,경부선
20210622,00,525 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,북영천,새만금포항선,구미,경부선
20210622,00,527 ,123 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,포항,새만금포항선,구미,경부선
20210622,00,528 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,기흥동탄,경부선,구미,경부선
20210622,00,537 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,남김천,중부내륙선,구미,경부선
20210622,00,540 ,123 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,청북,평택-음성선,구미,경부선
20210622,00,570 ,123 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,북상주,중부내륙선,구미,경부선
20210622,00,621 ,123 ,1,2,2041,2041,93.14,00,5,5,162.45,0.07,2146,2125,1765,266,20210622013032,동대구,대구-부산선,구미,경부선
20210622,00,622 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대구,대구-부산선,구미,경부선
20210622,00,648 ,123 ,1,2,6741,6741,102.05,00,5,5,0,0,6741,6741,6741,0,20210622013032,해운대,부산울산선,구미,경부선
20210622,00,673 ,123 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,북오산,수도권제2순환선,구미,경부선
20210622,00,681 ,123 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,장안본선,평택시흥선,구미,경부선
20210622,00,699 ,123 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,진해본선,남해제3지선,구미,경부선
20210622,00,730 ,123 ,1,2,1624,1624,95.03,00,5,5,222.48,0.13,1841,1603,1281,392,20210622013032,유천,중부내륙선지선A,구미,경부선
20210622,00,641 ,132 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,울산,울산선,영천,경부선
20210622,00,641 ,132 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,울산,울산선,영천,경부선
20210622,00,129 ,133 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,북대구,경부선,건천,경부선
20210622,00,131 ,133 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,경산,경부선,건천,경부선
20210622,00,135 ,133 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,경주,경부선,건천,경부선
20210622,00,138 ,133 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,양산,경부선,건천,경부선
20210622,00,140 ,133 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,부산,경부선,건천,경부선
20210622,00,671 ,115 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,봉담,수도권제2순환선,대전,경부선
20210622,00,671 ,115 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,봉담,수도권제2순환선,대전,경부선
20210622,00,621 ,203 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,동대구,대구-부산선,가산,중앙선
20210622,00,621 ,203 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,동대구,대구-부산선,가산,중앙선
20210622,00,622 ,203 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대구,대구-부산선,가산,중앙선
20210622,00,622 ,203 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대구,대구-부산선,가산,중앙선
20210622,00,622 ,203 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대구,대구-부산선,가산,중앙선
20210622,00,253 ,220 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,서서울,서해안선,덕평휴게소,영동선
20210622,00,244 ,229 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,서부산,남해제2지선,북천안,경부선
20210622,00,253 ,229 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,서서울,서해안선,북천안,경부선
20210622,00,254 ,229 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,군자,영동선,북천안,경부선
20210622,00,518 ,204 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,칠곡물류,경부선,추부,중부선-대전통영선A
20210622,00,568 ,204 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,장성물류,고창-담양선,추부,중부선-대전통영선A
20210622,00,576 ,204 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,마곡사,당진상주선,추부,중부선-대전통영선A
20210622,00,579 ,204 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,남세종,당진상주선,추부,중부선-대전통영선A
20210622,00,599 ,204 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,양촌,호남선지선,추부,중부선-대전통영선A
20210622,00,851 ,212 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,서오창,옥산오창선,북수원,영동선
20210622,00,102 ,213 ,6,2,444,444,72.4,00,1,1,0,0,444,444,444,0,20210622013032,동수원,영동선,부곡,영동선
20210622,00,102 ,213 ,1,2,771,771,41.69,00,10,9,430.09,0.55,1671,564,425,872,20210622013032,동수원,영동선,부곡,영동선
20210622,00,103 ,213 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,수원신갈,경부선,부곡,영동선
20210622,00,103 ,213 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,수원신갈,경부선,부곡,영동선
20210622,00,103 ,213 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,수원신갈,경부선,부곡,영동선
20210622,00,105 ,213 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,기흥,경부선,부곡,영동선
20210622,00,230 ,232 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,팔공산,새만금포항선,달성,중부내륙선지선A
20210622,00,519 ,232 ,3,2,500,500,78.05,00,4,4,20.35,0.04,520,503,475,31,20210622013032,남대구,중부내륙선지선A,달성,중부내륙선지선A
20210622,00,519 ,232 ,2,2,564,564,69.19,00,1,1,0,0,564,564,564,0,20210622013032,남대구,중부내륙선지선A,달성,중부내륙선지선A
20210622,00,519 ,232 ,1,2,431,431,90.54,00,15,15,85.22,0.19,563,439,246,221,20210622013032,남대구,중부내륙선지선A,달성,중부내륙선지선A
20210622,00,730 ,203 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,유천,중부내륙선지선A,가산,중앙선
20210622,00,101 ,204 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,서울,경부선,추부,중부선-대전통영선A
20210622,00,106 ,204 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,오산,경부선,추부,중부선-대전통영선A
20210622,00,119 ,204 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,판암,중부선-대전통영선A,추부,중부선-대전통영선A
20210622,00,132 ,204 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,영천,경부선,추부,중부선-대전통영선A
20210622,00,152 ,204 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210622013032,유성,호남선지선,추부,중부선-대전통영선A
20210622,00,153 ,204 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,서대전,대전남부순환선,추부,중부선-대전통영선A
20210622,00,153 ,204 ,1,2,-1,-1,-1,10,4,0,0,0,0,0,0,0,20210622013032,서대전,대전남부순환선,추부,중부선-대전통영선A
20210622,00,164 ,204 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,무주,중부선-대전통영선A,추부,중부선-대전통영선A
20210622,00,528 ,229 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,기흥동탄,경부선,북천안,경부선
20210622,00,536 ,229 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,남상주,당진상주선,북천안,경부선
20210622,00,541 ,229 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,송탄,평택-음성선,북천안,경부선
20210622,00,541 ,229 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,송탄,평택-음성선,북천안,경부선
20210622,00,543 ,229 ,5,2,6105,6105,16.97,00,7,7,585.76,0.09,6919,6080,5087,1282,20210622013032,남안성,평택-음성선,북천안,경부선
20210622,00,600 ,229 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,낙동JC,상주영천선,북천안,경부선
20210622,00,601 ,229 ,5,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,남천안,호남선A,북천안,경부선
20210622,00,601 ,229 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,남천안,호남선A,북천안,경부선
20210622,00,601 ,229 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,남천안,호남선A,북천안,경부선
20210622,00,602 ,229 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,풍세상,호남선A,북천안,경부선
20210622,00,602 ,229 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,풍세상,호남선A,북천안,경부선
20210622,00,602 ,229 ,1,2,-1,-1,-1,10,4,0,0,0,0,0,0,0,20210622013032,풍세상,호남선A,북천안,경부선
20210622,00,622 ,229 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,대구,대구-부산선,북천안,경부선
20210622,00,172 ,213 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,용인,영동선,부곡,영동선
20210622,00,172 ,213 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210622013032,용인,영동선,부곡,영동선
20210622,00,173 ,213 ,5,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,양지,영동선,부곡,영동선
20210622,00,173 ,213 ,2,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,양지,영동선,부곡,영동선
20210622,00,173 ,213 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210622013032,양지,영동선,부곡,영동선
20210624,00,108 ,694 ,1,2,3706,3706,75.43,00,4,4,590.5,0.15,4002,4002,2821,826,20210624021327,천안,경부선,동시흥,수도권제2순환선
20210624,00,111 ,694 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210624021327,청주,경부선,동시흥,수도권제2순환선
20210624,00,113 ,694 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,신탄진,경부선,동시흥,수도권제2순환선
20210624,00,115 ,694 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,대전,경부선,동시흥,수도권제2순환선
20210624,00,136 ,694 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,음성,평택-음성선,동시흥,수도권제2순환선
20210624,00,167 ,694 ,1,2,10723,10723,101.03,00,10,10,0,0,10723,10723,10723,0,20210624021327,광주,호남선A,동시흥,수도권제2순환선
20210624,00,197 ,694 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,증평,중부선-대전통영선A,동시흥,수도권제2순환선
20210624,00,204 ,694 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,추부,중부선-대전통영선A,동시흥,수도권제2순환선
20210624,00,540 ,684 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,청북,평택-음성선,남안산,평택시흥선
20210624,00,540 ,684 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,청북,평택-음성선,남안산,평택시흥선
20210624,00,540 ,684 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,청북,평택-음성선,남안산,평택시흥선
20210624,00,541 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,송탄,평택-음성선,남안산,평택시흥선
20210624,00,541 ,684 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,송탄,평택-음성선,남안산,평택시흥선
20210624,00,541 ,684 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,송탄,평택-음성선,남안산,평택시흥선
20210624,00,543 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,남안성,평택-음성선,남안산,평택시흥선
20210624,00,543 ,684 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,남안성,평택-음성선,남안산,평택시흥선
20210624,00,568 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,장성물류,고창-담양선,남안산,평택시흥선
20210624,00,572 ,684 ,6,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,고덕,당진상주선,남안산,평택시흥선
20210624,00,105 ,705 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,기흥,경부선,남이천,중부선-대전통영선A
20210624,00,118 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,영동,경부선,남이천,중부선-대전통영선A
20210624,00,127 ,705 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서대구,경부선,남이천,중부선-대전통영선A
20210624,00,152 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,유성,호남선지선,남이천,중부선-대전통영선A
20210624,00,166 ,705 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,장성,호남선A,남이천,중부선-대전통영선A
20210624,00,167 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,광주,호남선A,남이천,중부선-대전통영선A
20210624,00,172 ,705 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,용인,영동선,남이천,중부선-대전통영선A
20210624,00,173 ,705 ,6,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,양지,영동선,남이천,중부선-대전통영선A
20210624,00,175 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,덕평,영동선,남이천,중부선-대전통영선A
20210624,00,176 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,이천,영동선,남이천,중부선-대전통영선A
20210624,00,190 ,705 ,5,2,2025,2025,81.52,00,5,5,47.76,0.02,2086,2036,1954,92,20210624021327,동서울,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,190 ,705 ,4,2,2794,2794,59.08,00,1,1,0,0,2794,2794,2794,0,20210624021327,동서울,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,190 ,705 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,동서울,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,190 ,705 ,1,2,1627,1627,101.47,00,5,5,222.03,0.13,1971,1568,1367,422,20210624021327,동서울,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,191 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,경기광주,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,192 ,705 ,5,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,곤지암,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,192 ,705 ,4,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,곤지암,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,192 ,705 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,곤지암,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,192 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,곤지암,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,193 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,일죽,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,198 ,705 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,서청주,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,199 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,오창,중부선-대전통영선A,남이천,중부선-대전통영선A
20210624,00,212 ,705 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,북수원,영동선,남이천,중부선-대전통영선A
20210624,00,214 ,705 ,5,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,동군포,영동선,남이천,중부선-대전통영선A
20210624,00,215 ,705 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,군포,영동선,남이천,중부선-대전통영선A
20210624,00,215 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,군포,영동선,남이천,중부선-대전통영선A
20210624,00,660 ,666 ,5,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,초월,제2영동선,서원주,제2영동선
20210624,00,660 ,666 ,1,2,-1,-1,-1,10,4,0,0,0,0,0,0,0,20210624021327,초월,제2영동선,서원주,제2영동선
20210624,00,661 ,666 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,동곤지암,제2영동선,서원주,제2영동선
20210624,00,665 ,666 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,동양평,제2영동선,서원주,제2영동선
20210624,00,618 ,684 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,남논산상,호남선A,남안산,평택시흥선
20210624,00,682 ,684 ,6,2,1059,1059,86.48,00,2,2,100.4,0.09,1130,1059,988,99,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,682 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,682 ,684 ,4,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,682 ,684 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,682 ,684 ,2,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,682 ,684 ,1,2,967,967,94.7,00,9,7,165.46,0.17,1334,912,852,337,20210624021327,조암,평택시흥선,남안산,평택시흥선
20210624,00,683 ,684 ,6,2,766,766,65.04,00,2,2,62.22,0.08,810,766,722,61,20210624021327,송산마도,평택시흥선,남안산,평택시흥선
20210624,00,683 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,송산마도,평택시흥선,남안산,평택시흥선
20210624,00,683 ,684 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,송산마도,평택시흥선,남안산,평택시흥선
20210624,00,683 ,684 ,1,2,584,584,85.31,00,16,15,75.45,0.12,811,560,492,223,20210624021327,송산마도,평택시흥선,남안산,평택시흥선
20210624,00,685 ,684 ,6,2,145,145,66.05,00,2,2,0.7,0,146,145,145,0,20210624021327,서시흥,평택시흥선,남안산,평택시흥선
20210624,00,685 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서시흥,평택시흥선,남안산,평택시흥선
20210624,00,685 ,684 ,4,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210624021327,서시흥,평택시흥선,남안산,평택시흥선
20210624,00,685 ,684 ,2,2,182,182,52.62,00,10,10,25.56,0.14,218,169,151,46,20210624021327,서시흥,평택시흥선,남안산,평택시흥선
20210624,00,685 ,684 ,1,2,153,153,62.58,00,43,35,22.94,0.14,220,148,109,77,20210624021327,서시흥,평택시흥선,남안산,평택시흥선
20210624,00,699 ,684 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,진해본선,남해제3지선,남안산,평택시흥선
20210624,00,741 ,684 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,평택고덕,평택-음성선,남안산,평택시흥선
20210624,00,107 ,685 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,안성,경부선,서시흥,평택시흥선
20210624,00,108 ,685 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,천안,경부선,서시흥,평택시흥선
20210624,00,253 ,705 ,5,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210624021327,서서울,서해안선,남이천,중부선-대전통영선A
20210624,00,253 ,705 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서서울,서해안선,남이천,중부선-대전통영선A
20210624,00,253 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서서울,서해안선,남이천,중부선-대전통영선A
20210624,00,254 ,705 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,군자,영동선,남이천,중부선-대전통영선A
20210624,00,255 ,705 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서안산,영동선,남이천,중부선-대전통영선A
20210624,00,235 ,716 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,창녕,중부내륙선,청송,당진상주선
20210624,00,593 ,595 ,1,2,-1,-1,-1,10,4,0,0,0,0,0,0,0,20210624021327,부여,서천공주선,서공주,서천공주선
20210624,00,133 ,722 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,건천,경부선,활천,경부선
20210624,00,138 ,722 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,양산,경부선,활천,경부선
20210624,00,138 ,722 ,1,2,-1,-1,-1,10,3,0,0,0,0,0,0,0,20210624021327,양산,경부선,활천,경부선
20210624,00,140 ,722 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,부산,경부선,활천,경부선
20210624,00,642 ,708 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,문수,부산울산선,동경주,동해선
20210624,00,648 ,708 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,해운대,부산울산선,동경주,동해선
20210624,00,707 ,708 ,5,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,남포항,동해선,동경주,동해선
20210624,00,707 ,708 ,1,2,690,690,101.27,00,8,8,126.73,0.18,982,656,576,284,20210624021327,남포항,동해선,동경주,동해선
20210624,00,135 ,710 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,경주,경부선,밀양출구JC,함양울산선
20210624,00,137 ,710 ,3,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,통도사,경부선,밀양출구JC,함양울산선
20210624,00,138 ,710 ,4,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,양산,경부선,밀양출구JC,함양울산선
20210624,00,138 ,710 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,양산,경부선,밀양출구JC,함양울산선
20210624,00,741 ,683 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,평택고덕,평택-음성선,송산마도,평택시흥선
20210624,00,184 ,701 ,1,2,-1,-1,-1,10,2,0,0,0,0,0,0,0,20210624021327,대관령,영동선,북양양,동해선
20210624,00,198 ,701 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,서청주,중부선-대전통영선A,북양양,동해선
20210624,00,218 ,701 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,남원주,중앙선,북양양,동해선
20210624,00,612 ,595 ,1,2,-1,-1,-1,10,1,0,0,0,0,0,0,0,20210624021327,풍세하,호남선A,서공주,서천공주선
20210624,00,671 ,677 ,6,2,805,805,81.39,00,3,3,38.69,0.04,848,794,773,52,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,671 ,677 ,5,2,970,970,67.54,00,4,4,49.58,0.05,1017,979,905,78,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,671 ,677 ,4,2,996,996,65.78,00,4,4,48.22,0.04,1049,994,948,70,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,671 ,677 ,3,2,963,963,68.03,00,3,3,104.12,0.1,1064,969,856,145,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,671 ,677 ,2,2,860,860,76.18,00,2,2,103.94,0.12,934,860,787,102,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,671 ,677 ,1,2,703,703,93.2,00,36,34,67.76,0.09,863,695,490,261,20210624021327,봉담,수도권제2순환선,북평택,평택화성선
20210624,00,673 ,677 ,6,2,787,787,83.25,00,2,2,163.34,0.2,903,787,672,161,20210624021327,북오산,수도권제2순환선,북평택,평택화성선
