AVC_ID,이정,등록일,노선번호,도로명,지역본부코드,지역본부명,지사코드,지사명,위도값,경도값,도로등급구분코드,도로등급구분명,장비소속구분코드,장비소속구분명,출력페이지번호,한페이지당출력건수
0300AV00100 ,4.00km,        ,0300,청주영덕선,900000,충북본부,910400,보은지사,36.551780,127.470900,101,고속국도,  ,,,
0300AV00300 ,24.50km,        ,0300,청주영덕선,900000,충북본부,910400,보은지사,36.472570,127.667380,101,고속국도,  ,,,
0300AV00500 ,44.50km,        ,0300,청주영덕선,900000,충북본부,910400,보은지사,36.447410,127.882800,101,고속국도,  ,,,
0300AV00700 ,76.30km,        ,0300,청주영덕선,900000,충북본부,910400,보은지사,36.371000,128.199460,101,고속국도,  ,,,
0300AV00800 ,91.40km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.385303,128.361345,101,고속국도,00,본선,,
0300AV00900 ,100.20km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.409391,128.454677,101,고속국도,00,본선,,
0300AV01000 ,120.80km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.423098,128.673649,101,고속국도,00,본선,,
0300AV01100 ,145.00km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.437610,128.925734,101,고속국도,00,본선,,
0300AV01200 ,172.30km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.466241,129.201228,101,고속국도,00,본선,,
0300AV01300 ,191.00km,20161215,0300,청주영덕선,600000,대구경북본부,610900,청송지사,36.375471,128.318929,101,고속국도,00,본선,,
0301AV00100 ,2.20km,        ,0301,당진대전선,400000,대전충남본부,410700,당진지사,36.834890,126.632610,101,고속국도,  ,,,
0301AV00400 ,26.60km,        ,0301,당진대전선,400000,대전충남본부,411100,공주지사,36.664770,126.794660,101,고속국도,  ,,,
0301AV00700 ,59.40km,        ,0301,당진대전선,400000,대전충남본부,411100,공주지사,36.483670,127.051990,101,고속국도,  ,,,
0301AV00800 ,61.50km,        ,0301,당진대전선,400000,대전충남본부,411100,공주지사,36.486790,127.074990,101,고속국도,  ,,,
0301AV01100 ,79.20km,        ,0301,당진대전선,400000,대전충남본부,411100,공주지사,36.466080,127.249570,101,고속국도,  ,,,
0301AV01200 ,88.60km,        ,0301,당진대전선,400000,대전충남본부,411100,공주지사,36.400650,127.307440,101,고속국도,  ,,,
0351AV00050 ,16.50km,20120210,0351,통영대전선,700000,부산경남본부,710700,고성지사,34.984260,128.369400,101,고속국도,00,본선,,
0351AV00130 ,39.00km,20130104,0351,통영대전선,700000,부산경남본부,710700,고성지사,35.091960,128.172510,101,고속국도,00,본선,,
0351AV00150 ,52.40km,20120210,0351,통영대전선,700000,부산경남본부,710600,산청지사,35.164080,128.062860,101,고속국도,00,본선,,
0351AV00170 ,64.20km,20130104,0351,통영대전선,700000,부산경남본부,710600,산청지사,35.242830,127.988530,101,고속국도,00,본선,,
0351AV00250 ,107.80km,20130104,0351,통영대전선,700000,부산경남본부,710600,산청지사,35.555950,127.758130,101,고속국도,00,본선,,
0351AV00300 ,126.70km,        ,0351,통영대전선,800000,전북본부,810200,무주지사,35.674630,127.665800,101,고속국도,  ,,,
0351AV00350 ,162.70km,20130103,0351,통영대전선,800000,전북본부,810200,무주지사,35.955980,127.663110,101,고속국도,  ,,,
0351AV00450 ,203.90km,20130103,0351,통영대전선,800000,전북본부,810200,무주지사,36.260570,127.475930,101,고속국도,  ,,,
0351AV00500 ,210.90km,        ,0351,통영대전선,400000,대전충남본부,410500,영동지사,36.310830,127.464530,101,고속국도,  ,,,
0351AV00600 ,206.00km,20151222,0351,통영대전선,800000,전북본부,810200,무주지사,,,101,고속국도,00,본선,,
0351AV00800 ,4.50km,20160107,0351,통영대전선,700000,부산경남본부,710700,고성지사,34.890080,128.412710,101,고속국도,00,본선,,
0351AV00900 ,214.10km,20160310,0351,통영대전선,400000,대전충남본부,410500,영동지사,36.324820,127.472760,101,고속국도,  ,,,
0352AV00650 ,264.30km,20121030,0352,중부선,900000,충북본부,910100,진천지사,36.741200,127.463540,101,고속국도,00,본선,,
0352AV00700 ,285.20km,        ,0352,중부선,900000,충북본부,910100,진천지사,36.904760,127.476270,101,고속국도,  ,,,
0352AV00850 ,325.20km,20110201,0352,중부선,200000,수도권본부,210400,경기광주지사,37.250310,127.419880,101,고속국도,  ,,,
0352AV00870 ,328.22km,20110201,0352,중부선,200000,수도권본부,210400,경기광주지사,37.270920,127.398190,101,고속국도,  ,,,
0352AV00890 ,341.40km,20161205,0352,중부선,200000,수도권본부,210400,경기광주지사,37.216000,127.190300,101,고속국도,  ,,,
0352AV00900 ,346.80km,        ,0352,중부선,200000,수도권본부,210400,경기광주지사,37.412800,127.303260,101,고속국도,  ,,,
0352AV00950 ,356.05km,20141120,0352,중부선,200000,수도권본부,210400,경기광주지사,37.475420,127.246460,101,고속국도,  ,,,
0352AV01000 ,358.52km,20110201,0352,중부선,200000,수도권본부,210400,경기광주지사,37.496070,127.235690,101,고속국도,  ,,,
0352AV01100 ,320.50km,20160106,0352,중부선,900000,충북본부,910100,진천지사,37.211580,127.439220,101,고속국도,00,본선,,
0370AV00050 ,341.40km,20161205,0370,제2중부선,200000,수도권본부,210400,경기광주지사,38.182500,127.190300,101,고속국도,  ,,,
0370AV00100 ,344.33km,        ,0370,제2중부선,200000,수도권본부,210400,경기광주지사,37.392320,127.313650,101,고속국도,  ,,,
0400AV00100 ,5.50km,        ,0400,평택제천선,200000,수도권본부,210700,화성지사,37.045050,126.948680,101,고속국도,  ,,,
0400AV00150 ,6.30km,20200109,0400,평택제천선,200000,수도권본부,210700,화성지사,37.042302,126.954054,101,고속국도,00,본선,,
0400AV00200 ,21.51km,        ,0400,평택제천선,200000,수도권본부,210700,화성지사,37.033210,127.114540,101,고속국도,  ,,,
0400AV00300 ,24.74km,        ,0400,평택제천선,200000,수도권본부,210700,화성지사,37.037090,127.149790,101,고속국도,  ,,,
0400AV00400 ,30.72km,        ,0400,평택제천선,200000,수도권본부,210700,화성지사,37.002680,127.197530,101,고속국도,  ,,,
0400AV00600 ,56.80km,        ,0400,평택제천선,900000,충북본부,910500,엄정지사,36.942380,127.461830,101,고속국도,  ,,,
0400AV00700 ,60.20km,20130801,0400,평택제천선,900000,충북본부,910500,엄정지사,36.943990,127.499570,101,고속국도,00,본선,,
0400AV00800 ,70.80km,20130801,0400,평택제천선,900000,충북본부,910500,엄정지사,36.980620,127.605090,101,고속국도,00,본선,,
0400AV00900 ,83.40km,20130801,0400,평택제천선,900000,충북본부,910500,엄정지사,37.026590,127.723870,101,고속국도,00,본선,,
0400AV01000 ,86.28km,20141024,0400,평택제천선,900000,충북본부,910500,엄정지사,37.039399,127.749706,101,고속국도,  ,,,
0400AV01100 ,102.54km,20141024,0400,평택제천선,900000,충북본부,910500,엄정지사,37.065034,127.913537,101,고속국도,  ,,,
0400AV01200 ,108.24km,20150623,0400,평택제천선,900000,충북본부,910500,엄정지사,37.071290,127.974339,101,고속국도,00,본선,,
0450AV00030 ,1.10km,20110201,0450,중부내륙선,700000,부산경남본부,710200,창녕지사,35.267590,128.516350,101,고속국도,  ,,,
0450AV00150 ,13.00km,20130104,0450,중부내륙선,700000,부산경남본부,710200,창녕지사,35.363440,128.496100,101,고속국도,00,본선,,
0450AV00200 ,48.00km,        ,0450,중부내륙선,700000,부산경남본부,710200,창녕지사,35.638110,128.444900,101,고속국도,  ,,,
0450AV00300 ,55.78km,        ,0450,중부내륙선,600000,대구경북본부,610800,성주지사,35.702610,128.416960,101,고속국도,  ,,,
0450AV00400 ,70.35km,        ,0450,중부내륙선,600000,대구경북본부,610800,성주지사,35.815600,128.341540,101,고속국도,  ,,,
0450AV00700 ,112.91km,        ,0450,중부내륙선,600000,대구경북본부,610800,성주지사,36.147450,128.273430,101,고속국도,  ,,,
0450AV00750 ,118.35km,20120125,0450,중부내륙선,600000,대구경북본부,610800,성주지사,36.196020,128.258980,101,고속국도,00,본선,,
0450AV00800 ,139.85km,        ,0450,중부내륙선,900000,충북본부,910600,상주지사,36.373380,128.239390,101,고속국도,  ,,,
0450AV00900 ,171.91km,        ,0450,중부내륙선,900000,충북본부,910600,상주지사,36.628440,128.147280,101,고속국도,  ,,,
0450AV01000 ,210.73km,        ,0450,중부내륙선,900000,충북본부,910300,충주지사,36.872730,127.906030,101,고속국도,  ,,,
0450AV01100 ,248.33km,        ,0450,중부내륙선,900000,충북본부,910300,충주지사,37.115590,127.699030,101,고속국도,  ,,,
0450AV01200 ,267.32km,20110201,0450,중부내륙선,300000,강원본부,311100,이천지사,37.246890,127.587360,101,고속국도,  ,,,
0450AV01400 ,278.50km,20110201,0450,중부내륙선,300000,강원본부,311100,이천지사,37.336920,127.550810,101,고속국도,  ,,,
0450AV01500 ,295.50km,20121225,0450,중부내륙선,300000,강원본부,311100,이천지사,,,101,고속국도,00,본선,,
0450AV01600 ,260.10km,20151222,0450,중부내륙선,900000,충북본부,910300,충주지사,37.188560,127.612690,101,고속국도,00,본선,,
0500AV00100 ,2.20km,        ,0500,영동선,200000,수도권본부,210200,군포지사,37.418220,126.738400,101,고속국도,  ,,,
0500AV00200 ,13.80km,        ,0500,영동선,200000,수도권본부,210200,군포지사,37.350330,126.815380,101,고속국도,  ,,,
0500AV00300 ,21.80km,20130702,0500,영동선,200000,수도권본부,210200,군포지사,37.323700,126.893890,101,고속국도,  ,,,
0500AV00350 ,24.80km,20141120,0500,영동선,200000,수도권본부,210200,군포지사,37.327410,126.926290,101,고속국도,  ,,,
0500AV00400 ,28.58km,        ,0500,영동선,200000,수도권본부,210200,군포지사,37.321430,126.965590,101,고속국도,  ,,,
0500AV00410 ,37.50km,20180130,0500,영동선,200000,수도권본부,210200,군포지사,37.175036,127.327100,101,고속국도,00,본선,,
0500AV00420 ,44.00km,20111226,0500,영동선,200000,수도권본부,210200,군포지사,37.289940,127.128200,101,고속국도,00,본선,,
0500AV00440 ,57.30km,20111226,0500,영동선,300000,강원본부,311100,이천지사,37.246140,127.261000,101,고속국도,00,본선,,
0500AV00470 ,70.10km,20120117,0500,영동선,300000,강원본부,311100,이천지사,37.239940,127.393620,101,고속국도,00,본선,,
0500AV00480 ,76.30km,20141120,0500,영동선,300000,강원본부,311100,이천지사,37.240570,127.460240,101,고속국도,  ,,,
0500AV00500 ,84.43km,        ,0500,영동선,300000,강원본부,311100,이천지사,37.239930,127.548810,101,고속국도,  ,,,
0500AV00540 ,91.78km,20110201,0500,영동선,300000,강원본부,310100,원주지사,37.244850,127.624500,101,고속국도,  ,,,
0500AV00640 ,120.60km,20110201,0500,영동선,300000,강원본부,310100,원주지사,37.348100,127.877730,101,고속국도,  ,,,
0500AV00670 ,127.40km,20121107,0500,영동선,300000,강원본부,310100,원주지사,37.386390,127.930910,101,고속국도,00,본선,,
0500AV00800 ,178.07km,        ,0500,영동선,300000,강원본부,310200,대관령지사,37.561250,128.378230,101,고속국도,  ,,,
0500AV00900 ,202.00km,        ,0500,영동선,300000,강원본부,310200,대관령지사,37.664700,128.593920,101,고속국도,  ,,,
0550AV00050 ,110.70km,20120125,0550,중앙선,600000,대구경북본부,610400,군위지사,35.911670,128.526680,101,고속국도,00,본선,,
0550AV00100 ,132.58km,        ,0550,중앙선,600000,대구경북본부,610400,군위지사,36.085740,128.535040,101,고속국도,  ,,,
0550AV00250 ,215.20km,20121107,0550,중앙선,600000,대구경북본부,610500,영주지사,36.728860,128.575920,101,고속국도,00,본선,,
0550AV00400 ,264.40km,        ,0550,중앙선,900000,충북본부,910200,제천지사,37.032690,128.261740,101,고속국도,  ,,,
0550AV00500 ,311.90km,        ,0550,중앙선,900000,충북본부,910200,제천지사,37.325020,127.929130,101,고속국도,  ,,,
0550AV00530 ,315.40km,20121107,0550,중앙선,300000,강원본부,310400,홍천지사,37.344310,127.910870,101,고속국도,00,본선,,
0550AV00570 ,321.70km,20121107,0550,중앙선,300000,강원본부,310400,홍천지사,37.398210,127.893280,101,고속국도,00,본선,,
0550AV00700 ,371.78km,        ,0550,중앙선,300000,강원본부,310400,홍천지사,37.738350,127.791890,101,고속국도,  ,,,
0550AV00800 ,377.01km,        ,0550,중앙선,300000,강원본부,310400,홍천지사,37.775870,127.771770,101,고속국도,  ,,,
0550AV00900 ,5.80km,20160105,0550,중앙선,700000,부산경남본부,710500,양산지사,35.242631,128.983988,101,고속국도,00,본선,,
0550AV00950 ,9.60km,20200109,0550,중앙선,700000,부산경남본부,710500,양산지사,,,101,고속국도,00,본선,,
0550AV01000 ,183.70km,20160104,0550,중앙선,600000,대구경북본부,610500,영주지사,36.506360,128.610210,101,고속국도,00,본선,,
0550AV01100 ,149.00km,20160108,0550,중앙선,600000,대구경북본부,610400,군위지사,36.227180,128.555700,101,고속국도,00,본선,,
0600AV00010 ,0.20km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00020 ,3.55km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00030 ,13.59km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00040 ,17.36km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00050 ,26.07km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00060 ,45.30km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00070 ,54.70km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
0600AV00080 ,60.55km,        ,0600,서울양양선,300000,강원본부,310700,춘천지사,,,101,고속국도,01,민자,,
